InformationCorrelation1Merged3D,InformationCorrelation1Averaged3D,DependenceCountPercentage3D,NormalisedInverseDifferenceMomentMerged3D,NormalisedInverseDifferenceMomentAveraged3D,NormalisedInverseDifferenceMerged3D,NormalisedInverseDifferenceAveraged3D,InformationCorrelation2Merged3D,InformationCorrelation2Averaged3D,RunEntropyMerged3D
-0.372183194,-0.381977485,1,0.994608677,0.994590155,0.957095455,0.95700711,0.963963482,0.962427304,5.244918778
-0.377078667,-0.387766724,1,0.992905448,0.99288285,0.952414765,0.95231857,0.95491364,0.952909212,4.999752196
-0.384807329,-0.40784458,1,0.990626757,0.990598738,0.951224836,0.951126983,0.949809923,0.945791144,5.146369232
-0.293567544,-0.302181895,1,0.992234191,0.992189309,0.944329675,0.944151489,0.935821863,0.932945636,4.849392381
-0.368465852,-0.382344618,1,0.994245681,0.994228919,0.954195069,0.954110632,0.95991279,0.958132537,5.153776042
-0.315219408,-0.334142833,1,0.99122338,0.991194521,0.946013841,0.945898118,0.934889772,0.926283846,4.959946848
-0.281887014,-0.290744189,1,0.990520928,0.990483223,0.940700363,0.940560785,0.921317129,0.91760819,4.785895725
-0.32315254,-0.333553522,1,0.991937416,0.991900142,0.94658999,0.946438956,0.940233397,0.93693484,4.945152357
-0.325710977,-0.333974146,1,0.992977194,0.99295177,0.950430509,0.950323951,0.957741651,0.955056244,5.263227458
-0.37955771,-0.390902875,1,0.99459502,0.994575571,0.956352526,0.956260389,0.972964731,0.971625496,5.324551969
-0.342184949,-0.358467679,1,0.993729101,0.993706814,0.949526455,0.949413605,0.956554102,0.955256086,4.973363131
-0.333499562,-0.348950094,1,0.992824779,0.992802059,0.948723083,0.94862217,0.951118719,0.948857322,5.077388226
-0.370372186,-0.384688323,1,0.991323011,0.991294961,0.949276815,0.949176317,0.960291248,0.958021009,5.185947006
-0.435337011,-0.44992956,1,0.995855762,0.995837261,0.960620892,0.960508331,0.981921488,0.98108356,5.378542558
-0.290820826,-0.304349705,1,0.9896701,0.989618667,0.938478191,0.938285872,0.911984536,0.908210686,4.628405148
-0.3482993,-0.360464478,1,0.991548025,0.991525204,0.946573497,0.946487732,0.957481466,0.955918808,5.138415465
-0.369559311,-0.377505408,1,0.992875111,0.992860179,0.951563487,0.951504985,0.955919274,0.95470142,5.114049811
-0.292581225,-0.311396027,1,0.989467852,0.989424301,0.937869096,0.937714147,0.937528293,0.93315794,4.963233679
-0.302490671,-0.32947507,1,0.986965073,0.986929107,0.937693866,0.937578773,0.945138488,0.942225773,5.085659643
-0.362620615,-0.372726662,1,0.993006445,0.992987691,0.951175731,0.95109855,0.95567721,0.953835734,5.172578985
-0.370339883,-0.383213073,1,0.994693409,0.994677033,0.953945505,0.953856815,0.973550583,0.971649306,5.282822806
-0.335379259,-0.349379321,1,0.992410715,0.99238823,0.948224593,0.948133612,0.949746313,0.946927123,4.970617544
-0.389972627,-0.398313657,1,0.994050762,0.994033483,0.953169608,0.953086834,0.972146511,0.971060526,5.237115912
-0.368672666,-0.378589081,1,0.993175693,0.993158474,0.951512211,0.9514372,0.96036241,0.958833482,5.084888132
-0.31237871,-0.321657128,1,0.99154211,0.991512554,0.948223234,0.94810477,0.943550938,0.941030884,5.07341594
-0.372426498,-0.383794074,1,0.992970575,0.992955396,0.952386675,0.952319021,0.947487428,0.944409487,5.1129634
-0.322472507,-0.335854102,1,0.990138927,0.990093359,0.946854984,0.946698996,0.908539801,0.905545453,4.767165721
-0.361375178,-0.370269652,1,0.99198743,0.991947515,0.949677577,0.949522071,0.93739421,0.935226675,4.869584423
-0.332002693,-0.345580027,1,0.991734477,0.99169627,0.947055517,0.946900922,0.942669419,0.939791178,4.990056777
-0.360437886,-0.368157124,1,0.991724788,0.991700225,0.950183063,0.950097106,0.941272447,0.93955588,4.997861163
-0.312101444,-0.322356344,1,0.991168035,0.991142485,0.946836553,0.946738515,0.906908142,0.903286176,4.794530334
-0.320660472,-0.332693152,1,0.992200007,0.992165948,0.947864732,0.947706959,0.929091534,0.924304042,4.839728149
-0.3012021,-0.331518486,1,0.98928701,0.989210903,0.942881878,0.94257056,0.900492997,0.894714387,4.769729614
-0.342845135,-0.351578622,1,0.991760513,0.991732237,0.949201723,0.94908937,0.92840296,0.926483017,4.860249417
-0.328446675,-0.337919732,1,0.990632177,0.990592399,0.943402327,0.943255782,0.940569069,0.937907089,4.93576313
-0.355819066,-0.37889228,1,0.991330523,0.991299898,0.946948867,0.946823774,0.959158372,0.95595988,5.149820085
-0.373860233,-0.389172964,1,0.991637214,0.991617267,0.949321367,0.949246943,0.941765228,0.940042083,5.025609198
-0.371099751,-0.387674548,1,0.992696239,0.99267286,0.950332095,0.950231207,0.952856573,0.950059761,5.049075948
-0.337251956,-0.345690918,1,0.99456058,0.994541226,0.953233011,0.953131115,0.95986284,0.957773976,5.19118643
-0.276162457,-0.301199768,1,0.989697844,0.989621652,0.940237957,0.939919935,0.898737919,0.893556537,4.685840238
-0.282656502,-0.300094321,1,0.989151646,0.989116438,0.935276537,0.935152848,0.910069312,0.906708512,4.59961555
-0.321706195,-0.344591198,1,0.992123473,0.992084008,0.946764433,0.94658569,0.93296245,0.927777209,4.781038824
-0.385041714,-0.407661368,1,0.992042227,0.992010577,0.953322591,0.953197998,0.952709064,0.951395315,5.104127764
-0.344229544,-0.358114457,1,0.991268331,0.991246332,0.945803165,0.945720481,0.960260319,0.958024321,5.248933439
-0.27182776,-0.285491787,1,0.988390736,0.988350821,0.936186741,0.936049628,0.906471962,0.901933661,4.726952872
-0.371331631,-0.39056145,1,0.992345937,0.992322642,0.951242311,0.951151034,0.944414274,0.942219821,4.935543298
-0.267632489,-0.30004366,1,0.987845418,0.987806593,0.935114594,0.934973211,0.909752355,0.900760468,4.875029294
-0.257374401,-0.285494814,1,0.98738533,0.987329915,0.935997712,0.935813589,0.881142185,0.871636475,4.71751194
-0.378345561,-0.384936291,1,0.992700588,0.992682028,0.952970913,0.95289798,0.956082507,0.954549154,5.093345993
-0.319942537,-0.331384092,1,0.990191166,0.990163713,0.945185054,0.94509517,0.946692498,0.945237491,5.159759074
-0.218697493,-0.228548103,1,0.987935298,0.98787784,0.931624011,0.931435413,0.873054676,0.869090667,4.654878551
-0.24904096,-0.27176715,1,0.988621747,0.988580184,0.93282808,0.932676315,0.908318585,0.905940189,4.791351997
-0.284771712,-0.294709265,1,0.990955303,0.990919178,0.942602387,0.942465365,0.938549974,0.935821841,5.031267912
-0.340603439,-0.361590466,1,0.991621684,0.991596603,0.94628364,0.946179167,0.954512175,0.949482228,5.151584165
-0.347972243,-0.365136468,1,0.990543636,0.990505805,0.948075775,0.947952654,0.946167125,0.941353308,5.040540187
-0.359649772,-0.380035193,1,0.993153752,0.993135281,0.950439373,0.950355012,0.967967812,0.965467376,5.308114111
-0.276902176,-0.286989661,1,0.991498823,0.991470971,0.941911362,0.941798609,0.925599833,0.922945597,4.925103708
-0.22894249,-0.238525743,1,0.986552457,0.986511555,0.929496439,0.929368124,0.88883623,0.883287441,4.748818388
-0.292186086,-0.303832505,1,0.991051956,0.991009506,0.942896846,0.942732681,0.929972015,0.926420808,4.924031876
-0.314314246,-0.323785072,1,0.992517227,0.992484956,0.944755867,0.94462301,0.947634154,0.946052801,5.035078873
-0.271951536,-0.306768965,1,0.986637855,0.986596251,0.931764783,0.931618562,0.913361629,0.908267995,4.859716929
-0.318600864,-0.329165717,1,0.98964765,0.989597153,0.941225545,0.941051273,0.924464279,0.922336719,4.786576618
-0.272343661,-0.2858848,1,0.985888915,0.985820192,0.935293634,0.935093303,0.867000356,0.863941465,4.549979326
-0.372169853,-0.378825565,1,0.993641483,0.993626895,0.953187882,0.953127466,0.969519678,0.968744156,5.400118428
-0.312631826,-0.319395785,1,0.991516503,0.991485499,0.946718229,0.946596143,0.922603806,0.920541234,4.869129455
-0.278934618,-0.294389853,1,0.990029113,0.989982382,0.940828478,0.940654634,0.922852531,0.915487844,4.924805008
-0.281446812,-0.287994248,1,0.991438455,0.991415476,0.945564354,0.945477987,0.934819164,0.931910571,5.130166081
-0.287417155,-0.295384054,1,0.991427237,0.991358455,0.942846049,0.942569493,0.936952761,0.934566602,4.987668201
-0.320130209,-0.339645386,1,0.991863762,0.991803185,0.944620683,0.944344755,0.942005005,0.937948743,4.896518931
-0.222508581,-0.231891205,1,0.987348201,0.987294667,0.930403002,0.930229882,0.900697205,0.895751603,4.918706758
-0.368831237,-0.375797747,1,0.992150754,0.99212859,0.949442873,0.949353134,0.93568281,0.934259153,4.893520209
-0.318863957,-0.325512497,1,0.992838844,0.992816894,0.947260068,0.947168326,0.952249995,0.950565607,5.08758079
-0.271984712,-0.279026513,1,0.990507941,0.990482373,0.940579055,0.940481505,0.911391142,0.908051367,4.820867988
-0.383256981,-0.394483506,1,0.994347668,0.994324266,0.954384049,0.954264011,0.97087715,0.969636984,5.30621254
-0.452560884,-0.461758003,1,0.996016776,0.996006175,0.964861616,0.964794463,0.967562023,0.966531634,5.393558703
-0.285182829,-0.293167608,1,0.99095844,0.990921361,0.943798045,0.943663991,0.927635224,0.924515942,4.885614968
-0.393689372,-0.404678927,1,0.992801391,0.99277876,0.952537704,0.952439487,0.958751911,0.95695027,5.062657438
-0.368358708,-0.399466121,1,0.992290227,0.992271332,0.951051754,0.95096739,0.952298202,0.947108126,5.143266795
-0.22787264,-0.23970253,1,0.988837158,0.988756869,0.933373258,0.933096258,0.88213069,0.876229405,4.553999354
-0.329365539,-0.338311075,1,0.989077512,0.989038604,0.94159295,0.941476959,0.940418002,0.938828056,5.109719881
-0.395730415,-0.401803393,1,0.994635146,0.994614956,0.956393776,0.95628829,0.963038748,0.961582621,5.150483925
-0.266851694,-0.277197761,1,0.989717765,0.989663466,0.937764556,0.93757685,0.92256213,0.918371594,4.828426324
-0.394413341,-0.402315752,1,0.994701404,0.994690117,0.958343021,0.958289156,0.974725128,0.973640795,5.46210036
-0.3647487,-0.374285311,1,0.992992882,0.992970776,0.952677787,0.952588435,0.958458437,0.957058766,5.16555935
-0.32359251,-0.340708784,1,0.992559793,0.99251868,0.946013346,0.945841364,0.949052792,0.946832769,4.878759441
-0.343649738,-0.35042258,1,0.992821327,0.992797231,0.947888779,0.947789043,0.960424617,0.959005567,5.139290248
-0.340515541,-0.352306912,1,0.990702792,0.99067888,0.946788422,0.946702019,0.938254132,0.934705259,4.977981397
-0.472436531,-0.482620026,1,0.996806434,0.996795646,0.967067328,0.966985479,0.983999567,0.983178397,5.525270993
-0.364305602,-0.379190529,1,0.991339656,0.991299135,0.950431485,0.950274982,0.923193038,0.921499445,4.834086022
-0.288815677,-0.305357597,1,0.991382973,0.991328222,0.942189931,0.941957794,0.924396735,0.9214365,4.793155712
-0.414083109,-0.425402665,1,0.993121367,0.993097895,0.957847019,0.957751744,0.956105156,0.954883326,5.155435109
-0.401650431,-0.409788145,1,0.992328504,0.99230908,0.959641093,0.959574389,0.921908514,0.920160365,5.159816568
-0.3356173,-0.35633228,1,0.992051583,0.992026497,0.945987901,0.945873739,0.947254245,0.944495675,4.939607385
-0.338985309,-0.350864407,1,0.993663213,0.993623804,0.952495431,0.952302265,0.945507909,0.942026481,4.978153204
-0.347279847,-0.364898827,1,0.991411711,0.991383415,0.945976013,0.945866285,0.952859165,0.95142232,5.061141501
-0.332347747,-0.351222678,1,0.99086362,0.990823515,0.944379461,0.944216482,0.932425021,0.928008202,4.884340411
-0.356714558,-0.371369294,1,0.992687819,0.992662511,0.950512925,0.950400094,0.942503669,0.938766953,4.931677293
-0.394428972,-0.401203282,1,0.993249732,0.993236132,0.956969584,0.956912553,0.950073253,0.948572882,5.145140483
-0.412597685,-0.430174872,1,0.993671032,0.993653539,0.958935207,0.958858653,0.956319486,0.955168748,5.172279562
-0.337418836,-0.345020684,1,0.993123923,0.993099537,0.951942746,0.951822482,0.941500655,0.93870782,4.957271435
-0.311695081,-0.317526775,1,0.989799929,0.989770538,0.9435329,0.943443107,0.945843487,0.943634401,5.091252847
-0.284067331,-0.292144195,1,0.989697666,0.989661594,0.940256766,0.940135668,0.931705704,0.927894191,4.951314208
-0.284651945,-0.298443997,1,0.990193356,0.990161818,0.940004153,0.939891146,0.931002953,0.927914724,5.04471181
-0.309068455,-0.315633946,1,0.989958968,0.989920529,0.941681153,0.941550483,0.93433428,0.93181163,4.821589427
-0.265136534,-0.282416926,1,0.987048204,0.987003737,0.937932161,0.937790523,0.862054114,0.854465352,4.772022317
-0.188248417,-0.216678708,1,0.980099861,0.979983421,0.917085233,0.91676922,0.821211774,0.815542982,4.497662389
-0.288086933,-0.305389212,1,0.990958813,0.990925852,0.942460679,0.942326668,0.932338212,0.926514646,5.000392319
-0.367505069,-0.380785007,1,0.992847715,0.992816059,0.954688148,0.954550035,0.948577213,0.945968959,5.167553477
-0.29185858,-0.300140171,1,0.991347918,0.991301548,0.945247937,0.945068216,0.914811114,0.910929867,4.721882285
-0.271524537,-0.279952415,1,0.988446495,0.988380613,0.939329862,0.939119327,0.891644283,0.887003565,4.586476621
-0.342841594,-0.353428258,1,0.990440839,0.990408964,0.947924706,0.947821148,0.951624795,0.94927431,5.245100758
-0.30203423,-0.317136304,1,0.990455862,0.9904208,0.943480535,0.943348419,0.932494469,0.929462258,4.960372457
-0.290748155,-0.300092586,1,0.989974236,0.989946457,0.940138765,0.940040133,0.919672036,0.9160755,4.8214393
-0.377060178,-0.393322924,1,0.994542547,0.994524703,0.955942504,0.95584537,0.969620978,0.966102739,5.295697851
-0.308959832,-0.31698318,1,0.990145913,0.990112166,0.94340954,0.94329707,0.934002877,0.930568273,4.981497656
-0.329238656,-0.341300187,1,0.991342599,0.991298725,0.947159137,0.946988958,0.942550084,0.938286631,5.031809926
-0.350824751,-0.366031115,1,0.992344307,0.992315424,0.951227342,0.951108147,0.944893355,0.941833898,5.036714097
-0.272662297,-0.29723643,1,0.988743291,0.988683341,0.937813138,0.937588596,0.91046315,0.905887147,4.809733665
-0.309096429,-0.316039282,1,0.990834697,0.990803097,0.944390388,0.944278011,0.934164485,0.931304166,4.890213252
-0.368252776,-0.376623455,1,0.992247266,0.992226357,0.950790175,0.950710483,0.960858272,0.959166561,5.25239432
-0.33372048,-0.344427325,1,0.992020263,0.991982486,0.947150306,0.947005496,0.947920794,0.946168052,4.988056442
-0.275277094,-0.294254672,1,0.989082133,0.989015657,0.941129935,0.940887222,0.914888361,0.909670526,4.87321723
-0.352486695,-0.35816499,1,0.990997303,0.990957651,0.949764667,0.949626881,0.931582933,0.929143416,4.913191433
-0.314016572,-0.325744257,1,0.991601534,0.991570953,0.945087532,0.944968279,0.948480099,0.945312837,5.051638504
-0.347437669,-0.358800207,1,0.991542479,0.991518919,0.944901228,0.944800072,0.947131972,0.945425127,5.001620674
-0.336738962,-0.344355865,1,0.991366288,0.99134265,0.951130417,0.951037521,0.897190377,0.894373373,4.791380356
-0.332313947,-0.348435905,1,0.992269944,0.992248013,0.949421901,0.949335085,0.921191391,0.920090335,4.835013193
-0.344277806,-0.354593636,1,0.992631567,0.992605436,0.950258725,0.95015212,0.945812074,0.943681644,5.055107567
-0.304212324,-0.311698121,1,0.989639674,0.989590899,0.943676699,0.943514342,0.920693324,0.917919098,4.851919369
-0.308676186,-0.31698698,1,0.98940008,0.989369685,0.940667932,0.940566365,0.926489157,0.923176368,4.81170969
-0.290605275,-0.301595405,1,0.987456637,0.987390004,0.940391921,0.940201169,0.883203223,0.880500359,4.798135854
-0.331839416,-0.348880159,1,0.993018133,0.992986899,0.948908243,0.948758922,0.946467356,0.942018597,4.956461729
-0.328330701,-0.338760539,1,0.991332258,0.991298489,0.946108359,0.945974042,0.939899407,0.936908209,4.884134384
-0.348983409,-0.361696108,1,0.991755878,0.991730277,0.951943029,0.951841848,0.925178106,0.921782471,4.961648204
